Order ID,Order Date,Ship Date,Ship Mode,Profit,Quantity,Sales
US-2011-147627,2013-01-20,2013-01-26,Standard Class,437.25,27,"1,859.40"
US-2011-147648,2013-11-26,2013-12-01,Standard Class,40.17,2,81.98
US-2011-147704,2013-11-16,2013-11-21,Standard Class,107.71,20,308.60
US-2011-147774,2013-01-20,2013-01-26,Standard Class,-51.52,1,67.19
US-2011-148194,2013-05-04,2013-05-07,First Class,22.93,11,69.86
US-2011-148838,2013-03-17,2013-03-21,Standard Class,"-1,031.67",25,"3,455.13"
US-2011-149034,2013-11-19,2013-11-21,First Class,-1.19,1,47.50
US-2011-150119,2013-04-23,2013-04-27,Standard Class,-21.54,16,592.57
US-2011-150126,2013-07-27,2013-08-02,Standard Class,32.23,11,65.78
US-2011-150434,2013-07-19,2013-07-24,Standard Class,101.00,6,455.23
US-2011-150532,2013-07-14,2013-07-21,Standard Class,6.29,5,55.92
US-2011-150574,2013-12-19,2013-12-25,Standard Class,-22.27,7,252.61
US-2011-150924,2013-09-12,2013-09-16,Second Class,-8.03,5,5.18
US-2011-151015,2013-10-14,2013-10-20,Standard Class,102.76,20,344.27
US-2011-151925,2013-09-26,2013-10-01,Second Class,0.00,2,145.57
US-2011-152030,2013-12-26,2013-12-28,Second Class,-8.58,3,600.56
US-2011-152723,2013-09-26,2013-09-26,Same Day,-1.40,1,0.88
US-2011-154655,2013-10-12,2013-10-17,Standard Class,2.50,2,22.24
US-2011-154879,2013-05-06,2013-05-11,Standard Class,32.94,8,113.72
US-2011-155502,2013-01-26,2013-01-31,Standard Class,105.56,34,944.61
US-2011-155544,2013-03-21,2013-03-25,Standard Class,17.87,11,310.53
US-2011-155817,2013-10-03,2013-10-09,Standard Class,5.08,5,67.76
US-2011-155894,2013-07-26,2013-07-30,Second Class,-29.34,3,123.55
US-2011-156216,2013-09-13,2013-09-17,Standard Class,-12.43,7,18.65
US-2011-156559,2013-08-19,2013-08-26,Standard Class,172.48,9,638.82
US-2011-157021,2013-04-01,2013-04-06,Second Class,20.35,6,46.69
US-2011-157070,2013-06-01,2013-06-06,Standard Class,78.88,9,204.08
US-2011-157231,2013-04-05,2013-04-09,Standard Class,56.53,7,115.36
US-2011-157385,2013-11-23,2013-11-25,First Class,-27.32,11,"1,037.19"
US-2011-157406,2013-04-25,2013-04-29,Standard Class,4.17,5,16.61
US-2011-157847,2013-04-02,2013-04-06,Second Class,19.82,12,60.21
US-2011-158057,2013-03-22,2013-03-26,Standard Class,-45.32,9,59.11
US-2011-158365,2013-04-12,2013-04-17,Standard Class,15.55,5,32.40
US-2011-158400,2013-10-25,2013-10-28,First Class,18.53,4,49.41
US-2011-158638,2013-09-17,2013-09-21,Standard Class,-4.12,4,5.89
US-2011-159611,2013-12-27,2014-01-01,Second Class,-43.34,5,300.51
US-2011-159618,2013-11-12,2013-11-16,Standard Class,17.79,18,203.12
US-2011-159926,2013-11-18,2013-11-22,Standard Class,-161.26,14,730.01
US-2011-160444,2013-07-05,2013-07-05,Same Day,-79.33,14,502.20
US-2011-160780,2013-06-21,2013-06-21,Same Day,-24.91,9,36.25
US-2011-161305,2013-06-06,2013-06-12,Standard Class,-33.39,5,38.57
US-2011-161613,2013-12-01,2013-12-03,Second Class,-19.26,3,674.06
US-2011-163146,2013-05-16,2013-05-20,Standard Class,3.38,3,56.40
US-2011-163797,2013-04-08,2013-04-13,Standard Class,-11.83,8,49.79
US-2011-164406,2013-08-15,2013-08-19,Standard Class,93.78,17,505.28
US-2011-164616,2013-08-19,2013-08-21,Second Class,-57.71,6,85.96
US-2011-164644,2013-07-22,2013-07-24,Second Class,1.33,1,26.63
US-2011-164763,2013-03-17,2013-03-21,Standard Class,42.81,14,103.50
US-2011-165589,2013-02-18,2013-02-18,Same Day,-11.32,5,25.16
US-2011-165659,2013-06-01,2013-06-06,Standard Class,238.40,13,904.13
US-2011-165862,2013-07-13,2013-07-17,Standard Class,4.39,3,351.22
US-2011-166310,2013-09-21,2013-09-23,First Class,-7.48,2,8.54
US-2011-166828,2013-08-22,2013-08-25,First Class,5.66,2,11.56
US-2011-167262,2013-10-31,2013-11-03,Second Class,83.51,8,742.34
US-2011-167633,2013-09-30,2013-10-05,Standard Class,5.44,3,15.55
US-2011-167738,2013-12-24,2013-12-29,Standard Class,59.70,7,435.13
US-2011-168501,2013-11-21,2013-11-27,Standard Class,17.30,6,269.59
US-2011-169390,2013-02-07,2013-02-10,Second Class,9.74,4,64.96
US-2011-169789,2013-12-30,2014-01-04,Standard Class,-459.99,5,551.99
US-2012-100069,2014-06-29,2014-07-03,Standard Class,72.89,2,269.98
US-2012-100377,2014-08-28,2014-09-01,Standard Class,874.99,5,"2,799.96"
US-2012-100531,2014-09-27,2014-09-29,First Class,-35.37,5,39.37
US-2012-101399,2014-01-17,2014-01-24,Standard Class,-312.06,7,254.74
US-2012-101511,2014-11-21,2014-11-23,Second Class,-15.11,12,412.68
US-2012-103471,2014-12-24,2014-12-28,Standard Class,-785.16,10,604.10
US-2012-103996,2014-03-29,2014-03-31,Second Class,134.81,15,295.68
US-2012-104185,2014-09-03,2014-09-08,Second Class,31.29,1,120.33
US-2012-104430,2014-10-22,2014-10-26,Standard Class,-7.76,4,5.18
US-2012-105676,2014-12-01,2014-12-02,Same Day,-4.01,4,6.69
US-2012-106495,2014-06-15,2014-06-17,First Class,-0.73,1,11.67
US-2012-106873,2014-09-24,2014-09-29,Second Class,5.67,11,54.24
US-2012-107349,2014-07-13,2014-07-15,First Class,-66.51,6,41.57
US-2012-107944,2014-03-23,2014-03-25,First Class,178.89,14,432.69
US-2012-108966,2014-10-11,2014-10-18,Standard Class,-380.51,7,979.95
US-2012-109015,2014-09-06,2014-09-12,Standard Class,103.49,3,346.37
US-2012-110163,2014-11-01,2014-11-04,First Class,1.77,1,7.88
US-2012-110261,2014-12-19,2014-12-23,Second Class,13.86,3,158.38
US-2012-110569,2014-05-23,2014-05-30,Standard Class,0.91,11,140.99
US-2012-111927,2014-11-14,2014-11-19,Standard Class,36.03,5,96.10
US-2012-112508,2014-03-24,2014-03-30,Standard Class,0.52,2,6.99
US-2012-113327,2014-05-26,2014-05-29,Second Class,114.56,14,352.17
US-2012-113593,2014-04-18,2014-04-20,First Class,30.01,3,115.44
US-2012-114741,2014-12-06,2014-12-10,Standard Class,248.64,9,"1,347.27"
US-2012-114839,2014-04-26,2014-04-30,Standard Class,-5.83,2,408.42
US-2012-115238,2014-04-30,2014-05-04,Standard Class,89.20,22,281.16
US-2012-115343,2014-09-22,2014-09-25,First Class,-1.47,8,673.58
US-2012-116981,2014-03-26,2014-03-28,Second Class,285.62,10,"1,098.53"
US-2012-117184,2014-05-17,2014-05-21,Standard Class,-44.99,8,47.37
US-2012-117492,2014-08-07,2014-08-09,First Class,20.17,9,77.58
US-2012-118766,2014-10-15,2014-10-22,Standard Class,-5.26,11,8.42
US-2012-118906,2014-03-10,2014-03-10,Same Day,25.15,6,89.82
US-2012-118983,2014-11-22,2014-11-26,Standard Class,-127.67,8,71.35
US-2012-119312,2014-10-02,2014-10-07,Second Class,75.70,14,270.34
US-2012-120131,2014-12-18,2014-12-23,Standard Class,-145.52,9,646.78
US-2012-120502,2014-04-13,2014-04-19,Standard Class,64.80,6,372.10
US-2012-120572,2014-12-11,2014-12-15,Standard Class,-8.98,2,12.83
US-2012-120712,2014-12-20,2014-12-24,Standard Class,-2.22,4,88.80
US-2012-120957,2014-12-07,2014-12-07,Same Day,6.22,2,12.96
US-2012-122140,2014-04-02,2014-04-07,Standard Class,-79.31,12,130.29
US-2012-122784,2014-07-20,2014-07-27,Standard Class,-169.70,16,"1,454.84"
US-2012-122910,2014-05-12,2014-05-16,Standard Class,20.16,2,201.58
US-2012-123218,2014-12-20,2014-12-25,Standard Class,-8.62,9,775.01
US-2012-123918,2014-10-15,2014-10-15,Same Day,-93.38,7,136.72
US-2012-123960,2014-06-11,2014-06-16,Standard Class,68.99,22,207.82
US-2012-124219,2014-08-07,2014-08-08,First Class,47.13,7,241.34
US-2012-125374,2014-03-23,2014-03-29,Standard Class,-29.25,2,107.77
US-2012-126214,2014-12-21,2014-12-24,Second Class,392.89,14,"1,717.97"
US-2012-126235,2014-10-15,2014-10-15,Same Day,6.17,2,17.14
US-2012-126753,2014-08-16,2014-08-20,Standard Class,-115.90,20,832.45
US-2012-126977,2014-09-17,2014-09-23,Standard Class,543.28,40,"7,678.23"
US-2012-127040,2014-12-06,2014-12-10,Standard Class,162.97,21,"1,782.17"
US-2012-128090,2014-08-16,2014-08-22,Standard Class,319.16,16,"2,200.33"
US-2012-128587,2014-12-24,2014-12-30,Standard Class,"2,306.74",9,"4,909.61"
US-2012-129007,2014-09-13,2014-09-15,First Class,272.58,23,"1,336.35"
US-2012-129553,2014-07-27,2014-08-02,Standard Class,0.30,3,29.97
US-2012-129637,2014-12-17,2014-12-22,Standard Class,-34.01,8,234.69
US-2012-130491,2014-02-08,2014-02-11,First Class,7.82,5,21.11
US-2012-130512,2014-08-21,2014-08-25,Standard Class,-230.16,16,837.44
US-2012-130519,2014-09-15,2014-09-15,Same Day,8.06,10,111.90
US-2012-131359,2014-10-30,2014-11-02,Second Class,153.47,12,603.43
US-2012-131842,2014-12-05,2014-12-08,First Class,10.96,2,97.42
US-2012-132836,2014-06-01,2014-06-05,Standard Class,290.68,17,774.47
US-2012-134026,2014-04-26,2014-05-02,Standard Class,-131.37,11,"1,001.76"
US-2012-134271,2014-04-18,2014-04-23,Second Class,10.31,3,21.93
US-2012-134558,2014-12-19,2014-12-24,Second Class,426.81,18,"3,332.97"
US-2012-136259,2014-11-05,2014-11-08,First Class,-3.49,7,34.42
US-2012-136427,2014-06-20,2014-06-23,First Class,15.74,7,125.94
US-2012-136476,2014-04-05,2014-04-10,Standard Class,-115.72,1,157.79
US-2012-136749,2014-12-25,2014-12-27,Second Class,121.11,11,433.78
US-2012-136987,2014-04-11,2014-04-14,Second Class,240.26,6,692.73
US-2012-137008,2014-10-02,2014-10-08,Standard Class,100.93,10,235.97
US-2012-137533,2014-12-18,2014-12-18,Same Day,7.26,4,20.74
US-2012-137960,2014-12-18,2014-12-18,Same Day,24.94,1,166.24
US-2012-138093,2014-12-10,2014-12-16,Standard Class,220.17,23,776.44
US-2012-138121,2014-12-17,2014-12-17,Same Day,252.89,21,"1,233.61"
US-2012-138303,2014-09-03,2014-09-07,Standard Class,-137.48,10,755.10
US-2012-138716,2014-09-17,2014-09-20,First Class,7.82,3,25.03
US-2012-138919,2014-09-17,2014-09-21,Standard Class,-103.27,2,344.22
US-2012-139675,2014-03-13,2014-03-18,Second Class,194.73,12,"1,242.90"
US-2012-139759,2014-08-25,2014-08-30,Standard Class,34.26,5,146.74
US-2012-140200,2014-07-26,2014-07-28,First Class,-204.45,3,393.17
US-2012-140851,2014-07-13,2014-07-15,Second Class,18.66,6,38.88
US-2012-141453,2014-11-30,2014-12-03,Second Class,-5.82,3,3.88
US-2012-141684,2014-06-29,2014-07-04,Standard Class,11.23,4,24.96
US-2012-142020,2014-06-04,2014-06-08,Second Class,26.30,7,65.72
US-2012-142811,2014-04-02,2014-04-07,Standard Class,32.93,5,87.80
US-2012-144771,2014-10-02,2014-10-04,First Class,-1.61,4,64.07
US-2012-145121,2014-10-02,2014-10-06,Standard Class,13.18,5,26.90
US-2012-145422,2014-12-03,2014-12-07,Standard Class,-29.61,3,359.50
US-2012-145436,2014-02-28,2014-03-04,Standard Class,15.57,10,551.26
US-2012-146745,2014-09-03,2014-09-08,Standard Class,-10.81,4,135.94
US-2012-147242,2014-09-10,2014-09-14,Standard Class,224.83,13,702.74
US-2012-147662,2014-02-14,2014-02-19,Standard Class,-92.84,13,427.55
US-2012-147739,2014-12-25,2014-12-29,Standard Class,-68.39,4,547.14
US-2012-148817,2014-12-01,2014-12-07,Standard Class,47.35,8,125.64
US-2012-149629,2014-07-17,2014-07-20,Second Class,5.80,5,231.92
US-2012-149692,2014-12-06,2014-12-12,Standard Class,-4.85,7,2.77
US-2012-150161,2014-07-25,2014-07-29,Standard Class,-18.46,4,25.18
US-2012-150231,2014-03-16,2014-03-20,Second Class,6.31,3,17.52
US-2012-150630,2014-09-17,2014-09-21,Standard Class,"-1,647.94",28,"3,329.43"
US-2012-151407,2014-11-08,2014-11-12,Standard Class,76.55,4,263.96
US-2012-151435,2014-09-06,2014-09-09,Second Class,22.35,1,85.98
US-2012-152128,2014-05-25,2014-05-27,Second Class,68.21,5,149.20
US-2012-153283,2014-11-12,2014-11-18,Standard Class,7.31,2,15.56
US-2012-153374,2014-02-09,2014-02-13,Second Class,89.99,6,479.95
US-2012-153500,2014-07-03,2014-07-05,First Class,29.53,13,458.07
US-2012-154389,2014-11-27,2014-12-03,Standard Class,-162.23,8,748.75
US-2012-155369,2014-04-19,2014-04-25,Standard Class,-564.98,6,329.96
US-2012-156496,2014-08-10,2014-08-16,Standard Class,21.89,15,711.78
US-2012-156797,2014-08-11,2014-08-15,Standard Class,37.61,4,149.96
US-2012-156867,2014-11-13,2014-11-17,Standard Class,-56.53,12,378.14
US-2012-157014,2014-10-03,2014-10-06,Second Class,-40.16,10,139.54
US-2012-157154,2014-01-10,2014-01-15,Standard Class,-373.30,4,"1,018.10"
US-2012-158589,2014-11-20,2014-11-24,Standard Class,8.01,3,32.04
US-2012-158911,2014-07-05,2014-07-11,Standard Class,5.01,5,16.71
US-2012-159499,2014-11-21,2014-11-23,Second Class,32.40,13,365.50
US-2012-159513,2014-04-02,2014-04-09,Standard Class,24.29,3,71.98
US-2012-159982,2014-11-28,2014-12-04,Standard Class,32.68,22,796.32
US-2012-160150,2014-07-19,2014-07-20,First Class,-1.35,1,2.03
US-2012-160563,2014-10-20,2014-10-24,Standard Class,92.48,9,255.99
US-2012-160857,2014-05-08,2014-05-15,Standard Class,"1,082.95",18,"3,384.52"
US-2012-161347,2014-09-13,2014-09-19,Standard Class,-2.01,1,2.41
US-2012-161466,2014-09-24,2014-09-27,Second Class,0.60,2,6.85
US-2012-161991,2014-09-26,2014-09-28,Second Class,372.68,12,"1,116.48"
US-2012-163279,2014-03-22,2014-03-26,Standard Class,250.17,9,"1,685.46"
US-2012-163433,2014-04-18,2014-04-22,Second Class,22.29,21,544.41
US-2012-163685,2014-06-01,2014-06-05,Standard Class,4.04,18,47.97
US-2012-163783,2014-12-27,2015-01-01,Standard Class,-3.17,3,12.67
US-2012-163825,2014-06-16,2014-06-19,First Class,"1,177.39",5,"3,184.36"
US-2012-164175,2014-04-30,2014-05-05,Standard Class,-15.22,5,213.12
US-2012-164238,2014-08-16,2014-08-20,Standard Class,-201.65,10,346.16
US-2012-164308,2014-09-24,2014-09-27,First Class,213.70,6,821.94
US-2012-164357,2014-11-25,2014-11-29,Standard Class,1.48,5,13.12
US-2012-164448,2014-10-31,2014-11-04,Second Class,216.29,26,481.70
US-2012-164966,2014-07-30,2014-08-01,First Class,38.97,6,155.88
US-2012-165449,2014-11-22,2014-11-26,Standard Class,-1.36,4,27.17
US-2012-165512,2014-05-24,2014-05-26,Second Class,-176.59,13,610.31
US-2012-165743,2014-11-20,2014-11-23,Second Class,-258.60,15,160.27
US-2012-166520,2014-07-16,2014-07-19,First Class,231.60,13,680.78
US-2012-167220,2014-12-12,2014-12-16,Standard Class,6.43,4,22.37
US-2012-168704,2014-04-13,2014-04-17,Standard Class,-140.58,9,"1,061.33"
US-2012-168732,2014-12-10,2014-12-16,Standard Class,34.35,11,129.64
US-2012-168914,2014-05-21,2014-05-27,Standard Class,-52.96,8,20.77
US-2012-168935,2014-11-27,2014-12-02,Standard Class,-158.06,6,459.43
US-2013-100405,2015-08-27,2015-08-29,Second Class,3.80,2,8.26
US-2013-100419,2015-12-17,2015-12-21,Second Class,-7.90,3,4.79
US-2013-100461,2015-01-08,2015-01-12,Standard Class,456.97,13,"1,671.93"
US-2013-100566,2015-09-04,2015-09-10,Standard Class,-90.25,3,83.95
US-2013-100720,2015-07-17,2015-07-22,Standard Class,-143.42,9,644.20
US-2013-100839,2015-10-14,2015-10-18,Standard Class,-461.20,8,752.41
US-2013-101196,2015-05-13,2015-05-18,Standard Class,-19.56,2,82.37
US-2013-101497,2015-09-30,2015-10-02,Second Class,9.11,1,18.97
US-2013-101616,2015-09-04,2015-09-07,First Class,41.02,8,87.28
US-2013-102141,2015-08-27,2015-09-01,Standard Class,45.84,8,146.69
US-2013-102232,2015-08-06,2015-08-12,Standard Class,59.12,7,197.05
US-2013-102239,2015-05-06,2015-05-07,First Class,322.32,8,"1,691.61"
US-2013-103646,2015-04-22,2015-04-27,Standard Class,-206.92,15,195.98
US-2013-103674,2015-12-07,2015-12-11,Standard Class,227.84,41,"1,018.30"
US-2013-104794,2015-12-17,2015-12-20,First Class,1.80,2,3.68
US-2013-104815,2015-09-04,2015-09-08,Standard Class,0.00,4,198.74
US-2013-105452,2015-07-29,2015-08-02,Standard Class,-388.28,10,327.42
US-2013-105578,2015-05-31,2015-06-05,Standard Class,33.04,10,874.31
US-2013-106313,2015-08-23,2015-08-27,Standard Class,9.33,3,19.44
US-2013-106600,2015-04-09,2015-04-12,First Class,88.73,5,354.90
US-2013-106677,2015-11-06,2015-11-11,Standard Class,-15.99,2,23.99
US-2013-107440,2015-04-17,2015-04-21,Standard Class,"2,381.16",14,"9,135.19"
US-2013-108098,2015-10-15,2015-10-19,Standard Class,30.09,3,177.00
US-2013-108455,2015-12-03,2015-12-09,Standard Class,41.07,14,100.25
US-2013-108497,2015-06-15,2015-06-15,Same Day,35.25,5,599.17
US-2013-108504,2015-02-05,2015-02-05,Same Day,688.72,41,"2,075.51"
US-2013-108637,2015-03-14,2015-03-19,Standard Class,106.51,8,334.20
US-2013-108777,2015-12-13,2015-12-13,Same Day,62.46,9,402.65
US-2013-109260,2015-09-27,2015-10-02,Standard Class,-75.60,3,431.98
US-2013-110156,2015-11-20,2015-11-25,Standard Class,28.13,37,296.67
US-2013-110170,2015-09-28,2015-10-04,Standard Class,-225.10,7,956.66
US-2013-111290,2015-07-23,2015-07-27,Standard Class,197.57,16,"1,137.40"
US-2013-111528,2015-12-31,2015-12-31,Same Day,127.30,5,487.70
US-2013-111563,2015-11-05,2015-11-09,Standard Class,-89.98,7,77.49
US-2013-112396,2015-02-09,2015-02-13,Standard Class,50.74,5,121.83
US-2013-112970,2015-11-15,2015-11-16,First Class,2.85,3,9.84
US-2013-112977,2015-03-11,2015-03-17,Standard Class,-22.10,1,176.78
US-2013-113509,2015-03-16,2015-03-20,Standard Class,-13.65,3,83.98
US-2013-113649,2015-08-10,2015-08-13,First Class,78.18,15,645.14
US-2013-113677,2015-11-14,2015-11-20,Standard Class,599.66,7,"2,294.90"
US-2013-113985,2015-12-03,2015-12-08,Standard Class,75.65,11,203.11
US-2013-114013,2015-03-14,2015-03-16,Second Class,-928.27,31,"2,550.59"
US-2013-114174,2015-09-09,2015-09-15,Standard Class,20.85,7,188.70
US-2013-114230,2015-11-28,2015-12-02,Standard Class,3.98,4,39.81
US-2013-114293,2015-11-22,2015-11-27,Standard Class,-12.20,4,195.14
US-2013-114622,2015-04-11,2015-04-13,First Class,-6.53,2,8.90
US-2013-114776,2015-12-07,2015-12-08,First Class,9.33,3,19.44
US-2013-114888,2015-09-20,2015-09-25,Second Class,6.06,6,18.19
US-2013-115441,2015-07-26,2015-07-29,Second Class,265.93,23,941.18
US-2013-115455,2015-09-09,2015-09-15,Standard Class,-308.51,5,615.61
US-2013-115819,2015-04-20,2015-04-25,Second Class,51.21,21,156.52
US-2013-115952,2015-10-07,2015-10-07,Same Day,14.43,5,28.85
US-2013-116365,2015-01-03,2015-01-08,Standard Class,2.10,10,376.64
US-2013-116400,2015-10-23,2015-10-25,First Class,11.18,4,39.92
US-2013-116442,2015-12-16,2015-12-23,Standard Class,4.28,2,14.76
US-2013-116729,2015-12-26,2015-12-29,First Class,355.64,21,"2,875.54"
US-2013-117037,2015-05-18,2015-05-21,First Class,-2.93,15,63.92
US-2013-117387,2015-10-28,2015-11-01,Standard Class,25.18,4,67.14
US-2013-117541,2015-11-15,2015-11-21,Standard Class,14.14,9,36.37
US-2013-117793,2015-08-24,2015-08-30,Standard Class,34.34,10,79.74
US-2013-118780,2015-09-11,2015-09-15,Second Class,12.00,3,66.17
US-2013-119046,2015-06-03,2015-06-07,Standard Class,36.54,18,93.06
US-2013-119270,2015-03-13,2015-03-17,Standard Class,8.99,2,19.98
US-2013-119298,2015-11-26,2015-11-29,First Class,17.99,2,59.98
US-2013-120460,2015-05-01,2015-05-06,Standard Class,-10.17,3,22.61
US-2013-120929,2015-03-19,2015-03-22,Second Class,-94.94,3,189.88
US-2013-121013,2015-09-06,2015-09-11,Standard Class,325.84,5,"1,678.00"
US-2013-122182,2015-03-11,2015-03-15,Standard Class,7.50,1,39.99
US-2013-122245,2015-09-26,2015-10-01,Standard Class,-204.45,3,393.17
US-2013-123470,2015-08-16,2015-08-22,Standard Class,-1.61,6,141.21
US-2013-123610,2015-05-13,2015-05-17,Standard Class,49.14,7,128.67
US-2013-123750,2015-04-16,2015-04-22,Standard Class,-14.74,16,895.06
US-2013-124163,2015-09-26,2015-10-01,Standard Class,243.67,19,773.59
US-2013-125402,2015-09-26,2015-10-02,Standard Class,250.74,25,"1,059.09"
US-2013-125969,2015-11-07,2015-11-11,Second Class,17.08,5,319.98
US-2013-126431,2015-07-02,2015-07-02,Same Day,53.99,13,136.43
US-2013-126452,2015-08-22,2015-08-29,Standard Class,275.90,32,"3,339.12"
US-2013-126844,2015-10-09,2015-10-15,Standard Class,-32.32,8,51.71
US-2013-126893,2015-11-27,2015-12-02,Standard Class,-115.50,3,494.98
US-2013-127334,2015-12-16,2015-12-22,Standard Class,-295.95,5,651.36
US-2013-127425,2015-08-27,2015-09-01,Standard Class,95.73,11,282.95
US-2013-127971,2015-11-21,2015-11-28,Standard Class,-34.07,15,448.42
US-2013-128195,2015-08-05,2015-08-06,First Class,-6.57,5,3.98
US-2013-128293,2015-06-03,2015-06-06,First Class,-12.96,1,64.78
US-2013-128678,2015-09-16,2015-09-21,Standard Class,25.87,12,70.06
US-2013-128902,2015-03-12,2015-03-16,Standard Class,-31.37,2,244.01
US-2013-128909,2015-10-10,2015-10-12,Second Class,-18.98,8,351.97
US-2013-129469,2015-09-24,2015-09-28,Standard Class,-26.33,8,537.62
US-2013-131058,2015-12-28,2016-01-01,Standard Class,9.88,7,20.16
US-2013-131114,2015-12-10,2015-12-14,Second Class,-11.65,9,43.96
US-2013-131149,2015-07-11,2015-07-15,Standard Class,-16.45,7,492.28
US-2013-131611,2015-11-06,2015-11-10,Standard Class,-366.63,26,"2,007.90"
US-2013-131674,2015-11-30,2015-12-02,Second Class,16.79,2,58.42
US-2013-131891,2015-07-30,2015-08-01,First Class,-1.48,3,2.21
US-2013-131912,2015-10-30,2015-11-02,Second Class,3.82,1,11.74
US-2013-132423,2015-04-16,2015-04-20,Standard Class,8.77,12,41.53
US-2013-132577,2015-11-23,2015-11-28,Standard Class,-13.63,24,60.44
US-2013-132857,2015-12-12,2015-12-18,Standard Class,1.67,3,6.67
US-2013-133508,2015-04-18,2015-04-22,Standard Class,9.01,5,29.05
US-2013-133879,2015-03-22,2015-03-29,Standard Class,-3.25,10,544.99
US-2013-134369,2015-09-17,2015-09-23,Standard Class,6.35,2,12.96
US-2013-134488,2015-09-25,2015-10-02,Standard Class,-13.32,2,155.37
US-2013-134656,2015-09-29,2015-10-02,First Class,30.98,4,99.14
US-2013-134761,2015-12-01,2015-12-01,Same Day,2.71,1,36.19
US-2013-134908,2015-06-06,2015-06-10,Standard Class,-20.72,7,132.17
US-2013-135209,2015-12-30,2016-01-01,Second Class,21.96,13,62.75
US-2013-135720,2015-12-12,2015-12-14,Second Class,8.31,12,663.95
US-2013-135923,2015-01-22,2015-01-28,Standard Class,-56.90,16,530.27
US-2013-136581,2015-11-11,2015-11-13,First Class,10.89,6,31.10
US-2013-137295,2015-01-08,2015-01-13,Standard Class,-7.83,12,187.23
US-2013-137547,2015-03-08,2015-03-13,Standard Class,1.58,3,21.07
US-2013-138408,2015-11-19,2015-11-22,Second Class,527.98,4,"1,319.96"
US-2013-139087,2015-07-18,2015-07-23,Second Class,163.42,25,656.40
US-2013-139262,2015-02-21,2015-02-25,Standard Class,2.95,8,471.08
US-2013-139388,2015-11-08,2015-11-10,First Class,0.30,4,14.96
US-2013-139486,2015-05-22,2015-05-24,First Class,14.75,5,121.44
US-2013-139710,2015-06-10,2015-06-16,Standard Class,19.97,3,177.48
US-2013-140158,2015-10-05,2015-10-09,Standard Class,"2,640.48",13,"5,549.41"
US-2013-140172,2015-03-09,2015-03-14,Standard Class,52.09,8,221.04
US-2013-140809,2015-02-01,2015-02-03,First Class,14.68,5,56.45
US-2013-141264,2015-08-14,2015-08-20,Standard Class,-187.96,3,244.30
US-2013-141544,2015-08-31,2015-09-02,First Class,-316.85,25,"1,269.87"
US-2013-141880,2015-08-23,2015-08-24,First Class,9.83,3,98.33
US-2013-142251,2015-11-01,2015-11-05,Second Class,11.22,6,32.06
US-2013-142685,2015-06-24,2015-07-01,Standard Class,16.70,7,835.17
US-2013-143280,2015-02-22,2015-02-26,Standard Class,75.97,9,492.85
US-2013-143448,2015-12-11,2015-12-11,Same Day,356.23,5,"1,424.90"
US-2013-143819,2015-03-02,2015-03-06,Standard Class,"2,253.43",18,"6,125.82"
US-2013-144057,2015-05-10,2015-05-14,Standard Class,-46.04,22,"1,013.79"
US-2013-144211,2015-08-29,2015-09-03,Standard Class,13.75,6,124.06
US-2013-144351,2015-11-15,2015-11-19,Standard Class,25.19,3,89.97
US-2013-144393,2015-10-29,2015-11-05,Standard Class,-14.09,4,17.62
US-2013-144477,2015-08-13,2015-08-15,Second Class,2.80,4,37.31
US-2013-144547,2015-11-11,2015-11-15,Standard Class,48.99,7,279.94
US-2013-146066,2015-08-22,2015-08-24,Second Class,-339.71,9,815.29
US-2013-146570,2015-05-16,2015-05-21,Standard Class,268.48,15,612.14
US-2013-146710,2015-08-28,2015-09-02,Standard Class,-1.92,11,114.84
US-2013-146794,2015-09-27,2015-10-02,Standard Class,20.00,5,424.96
US-2013-146857,2015-05-07,2015-05-09,Second Class,15.25,1,54.48
US-2013-147340,2015-09-25,2015-09-25,Same Day,23.38,5,63.20
US-2013-147711,2015-09-04,2015-09-09,Second Class,68.68,15,430.94
US-2013-147991,2015-05-06,2015-05-10,Standard Class,3.34,5,16.72
US-2013-148110,2015-09-06,2015-09-12,Standard Class,-24.84,7,347.80
US-2013-148334,2015-08-23,2015-08-27,Standard Class,-6.90,2,4.31
US-2013-148803,2015-12-12,2015-12-12,Same Day,7.46,3,85.22
US-2013-148901,2015-05-15,2015-05-20,Standard Class,-37.61,29,191.02
US-2013-148957,2015-09-18,2015-09-24,Standard Class,5.91,4,12.32
US-2013-149790,2015-09-27,2015-10-02,Standard Class,-25.00,2,15.62
US-2013-150035,2015-12-02,2015-12-06,Standard Class,4.35,2,16.74
US-2013-150140,2015-04-07,2015-04-11,Standard Class,336.64,5,"1,294.75"
US-2013-150147,2015-04-26,2015-04-30,Second Class,-37.94,7,108.42
US-2013-150357,2015-10-11,2015-10-15,Standard Class,-7.11,5,24.70
US-2013-150567,2015-05-18,2015-05-22,Standard Class,-23.78,8,29.97
US-2013-150861,2015-12-04,2015-12-07,First Class,46.32,18,"1,165.33"
US-2013-151260,2015-12-12,2015-12-15,First Class,9.19,4,73.54
US-2013-151827,2015-04-01,2015-04-03,Second Class,-59.64,5,312.77
US-2013-151862,2015-03-02,2015-03-09,Standard Class,14.00,2,159.98
US-2013-152051,2015-06-26,2015-06-30,Standard Class,-96.89,13,714.50
US-2013-152373,2015-09-06,2015-09-12,Standard Class,-17.52,3,93.46
